myear,oem,model,gear_box,seats,steering_type,no_of_cylinder,super_charger,top_speed,max_power_delivered,max_torque_delivered,feature_score,selling_price
2020,hyundai,hyundai i20,5 speed,5,power,4,0,165,81.86,114.74,23,620000.0
2013,maruti,maruti wagon r,5 speed,5,power,3,0,152,67.04,90.0,25,310000.0
2018,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,24,800000.0
2018,maruti,maruti alto k10,5 speed,5,power,3,0,145,67.05,90.0,22,330000.0
2019,honda,honda amaze,5 speed,5,power,4,0,140,88.76,110.0,24,600000.0
2014,hyundai,hyundai i20,6 speed,5,power,4,0,165,88.76,219.6,19,340000.0
2018,maruti,maruti ignis,5 speed,5,power,4,0,165,81.8,113.0,23,524083.0
2017,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,81.86,113.75,21,460000.0
2015,maruti,maruti swift,5 speed,5,power,4,1,165,88.5,113.0,18,440000.0
2017,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,81.86,113.75,21,465000.0
2018,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,500000.0
2017,honda,honda jazz,5 speed,5,power,4,0,172,88.7,110.0,22,550000.0
2014,ford,ford figo,5 speed,5,power,4,1,165,68.05,160.0,21,290000.0
2021,maruti,maruti swift,5 speed,5,power,4,1,165,88.5,113.0,14,540000.0
2018,hyundai,hyundai verna,6 speed,5,power,4,1,165,126.2,259.87,22,950000.0
2020,mahindra,mahindra thar,6 speed,4,power,4,1,165,130.0,300.0,17,975000.0
2017,mahindra,mahindra kuv 100 nxt,5 speed,6,power,3,1,165,82.0,115.0,20,425000.0
2019,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,21,750000.0
2019,hyundai,hyundai grand i10 nios,5 speed,5,power,4,0,165,81.86,113.8,22,640000.0
2018,mahindra,mahindra tuv 300,5 speed,7,power,3,1,156,100.0,240.0,20,785000.0
2021,hyundai,hyundai creta,6 speed,5,power,4,0,165,113.18,143.8,19,1325000.0
2010,hyundai,hyundai i20,5 speed,5,power,4,0,165,80.0,11.4,22,235000.0
2017,honda,honda amaze,cvt,5,power,4,0,140,88.7,110.0,24,560000.0
2019,hyundai,hyundai verna,6 speed,5,power,4,0,165,121.3,151.0,24,925000.0
2020,hyundai,hyundai creta,7 speed,5,power,4,1,165,138.08,242.0,23,1625000.0
2017,honda,honda jazz,5 speed,5,power,4,0,172,88.7,110.0,23,685000.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,950000.0
2018,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,81.86,113.75,22,480000.0
2022,maruti,maruti brezza,5 speed,5,power,4,1,165,101.65,136.8,21,1090000.0
2018,maruti,maruti baleno,cvt,5,power,4,0,180,83.1,115.0,24,640000.0
2015,honda,honda city,5 speed,5,power,4,0,195,117.3,145.0,24,715000.0
2019,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.86,117.0,23,765000.0
2017,hyundai,hyundai creta,6 speed,5,power,4,1,190,126.2,259.9,24,900000.0
2018,maruti,maruti wagon r,5 speed,5,power,3,1,165,65.71,89.0,22,435000.0
2017,maruti,maruti sx4 s cross,5 speed,5,power,4,1,160,88.5,200.0,23,665000.0
2016,maruti,maruti ciaz,5 speed,5,power,4,0,190,91.1,130.0,24,635000.0
2009,honda,honda city,5 speed,5,power,4,0,165,118.0,146.0,25,170000.0
2017,maruti,maruti baleno,cvt,5,power,4,0,180,83.1,115.0,24,635000.0
2017,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,550000.0
2013,maruti,maruti swift,5 speed,5,power,4,0,160,85.8,114.0,24,330000.0
2014,maruti,maruti ritz,5 speed,5,power,4,0,156,85.8,114.0,25,225000.0
2018,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1099000.0
2017,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1045000.0
2011,honda,honda brio,5 speed,5,power,4,0,165,86.8,109.0,21,225000.0
2018,honda,honda wr-v,6 speed,5,power,4,1,176,98.6,200.0,23,799525.0
2017,honda,honda jazz,5 speed,5,power,4,0,172,88.7,110.0,22,527222.0
2009,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.0,84.0,17,85813.0
2009,honda,honda city,5 speed,5,power,4,0,165,118.0,146.0,25,189108.0
2013,honda,honda amaze,5 speed,5,power,4,1,170,98.6,200.0,24,250000.0
2014,mahindra,mahindra xuv500,6 speed,7,power,4,1,175,140.0,330.0,23,511518.0
2021,maruti,maruti swift dzire,5 speed,5,power,4,1,165,88.5,113.0,21,660000.0
2016,maruti,maruti ciaz,5 speed,5,power,4,1,190,88.5,200.0,24,450000.0
2014,maruti,maruti ritz,5 speed,5,power,4,0,156,85.8,114.0,19,215000.0
2018,maruti,maruti swift,5 speed,5,power,4,0,165,81.8,113.0,24,500000.0
2014,hyundai,hyundai santro xing,5 speed,5,power,3,0,165,62.1,96.1,20,246781.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,854000.0
2008,maruti,maruti swift,5 speed,5,power,4,0,160,88.2,11.5,25,144350.0
2020,maruti,maruti celerio,5 speed,5,power,3,0,165,67.05,90.0,22,450000.0
2021,mahindra,mahindra thar,6 speed,4,power,4,1,165,150.0,320.0,17,1642000.0
2016,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,23,470000.0
2017,maruti,maruti ignis,5 speed,5,power,4,0,165,81.8,113.0,23,433000.0
2009,maruti,maruti sx4,5 speed,5,power,4,0,177,104.68,145.0,22,128894.0
2021,maruti,maruti sx4 s cross,5 speed,5,power,4,1,165,103.25,138.0,18,884000.0
2016,hyundai,hyundai tucson,6 speed,5,power,4,1,195,182.46,400.11,24,1400000.0
2009,honda,honda jazz,5 speed,5,power,4,0,165,88.8,110.0,22,138900.0
2016,honda,honda city,5 speed,5,power,4,0,195,117.3,145.0,24,720000.0
2019,hyundai,hyundai venue,6 speed,5,power,4,0,165,88.76,219.6,21,750000.0
2011,hyundai,hyundai santro xing,5 speed,5,power,3,0,165,62.1,96.1,18,138001.0
2017,mahindra,mahindra scorpio,5 speed,7,power,4,1,160,120.0,280.0,23,975000.0
2018,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,24,660000.0
2018,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1195000.0
2014,hyundai,hyundai santa fe,6 speed,7,power,4,1,182,194.3,436.39,21,875000.0
2016,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,24,550000.0
2017,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,82.0,114.0,22,455000.0
2021,hyundai,hyundai creta,6 speed,5,power,4,0,165,113.18,143.8,19,1200000.0
2018,hyundai,hyundai verna,6 speed,5,power,4,0,165,121.3,151.0,24,745000.0
2019,maruti,maruti ciaz,5 speed,5,power,4,0,165,103.25,138.0,23,775000.0
2017,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1051000.0
2018,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1100000.0
2019,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,600000.0
2008,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,19,103187.0
2018,maruti,maruti ciaz,4 speed,5,power,4,0,165,103.25,138.0,22,760000.0
2017,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,950000.0
2013,maruti,maruti swift,5 speed,5,power,4,0,160,85.8,114.0,24,325000.0
2019,hyundai,hyundai verna,6 speed,5,power,4,0,158,121.3,151.0,23,1125000.0
2013,hyundai,hyundai santro xing,5 speed,5,power,3,0,165,62.1,96.1,20,146259.0
2010,honda,honda city,5 speed,5,power,4,0,165,118.0,146.0,25,325000.0
2017,honda,honda city,5 speed,5,power,4,0,195,117.3,145.0,24,825000.0
2017,hyundai,hyundai i20 active,5 speed,5,power,4,0,160,81.86,114.73,24,550000.0
2019,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.86,117.0,23,700000.0
2008,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,22,107855.0
2010,maruti,maruti a-star,5 speed,5,power,3,0,165,66.1,90.0,21,125000.0
2011,hyundai,hyundai verna,5 speed,5,power,4,0,165,121.3,154.9,21,280000.0
2008,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,17,126639.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,881000.0
2009,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.0,84.0,17,130000.0
2019,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1135770.0
2014,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,21,290000.0
2012,maruti,maruti swift dzire,5 speed,5,power,4,0,169,85.8,114.0,0,310000.0
2009,hyundai,hyundai i20,5 speed,5,power,4,0,165,80.0,11.4,22,200000.0
2009,maruti,maruti swift,5 speed,5,power,4,0,160,88.2,11.5,24,120000.0
2019,maruti,maruti ignis,5 speed,5,power,4,0,165,81.8,113.0,23,525000.0
2019,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,641000.0
2014,tata,tata safari storme,5 speed,7,power,4,1,165,138.1,320.0,22,462000.0
2017,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,82.0,114.0,21,425000.0
2014,honda,honda city,6 speed,5,power,4,1,190,98.6,200.0,24,448470.0
2011,hyundai,hyundai verna,5 speed,5,power,4,0,196,121.3,154.9,23,311227.0
2017,honda,honda amaze,5 speed,5,power,4,1,140,98.6,200.0,23,350000.0
2015,honda,honda jazz,5 speed,5,power,4,0,172,88.7,110.0,22,450000.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,875000.0
2014,hyundai,hyundai verna,6 speed,5,power,4,1,190,126.32,259.8,22,400000.0
2009,maruti,maruti sx4,5 speed,5,power,4,0,177,103.3,145.0,22,150000.0
2015,tata,tata zest,5 speed,5,power,4,1,154,88.7,140.0,21,273309.0
2015,maruti,maruti ciaz,5 speed,5,power,4,1,190,88.5,200.0,24,350000.0
2021,tata,tata nexon,6 speed,5,power,3,0,165,118.35,170.0,17,960000.0
2016,hyundai,hyundai creta,6 speed,5,power,4,1,190,126.2,259.9,24,836826.0
2017,maruti,maruti sx4 s cross,5 speed,5,power,4,1,160,88.5,200.0,24,650000.0
2009,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.0,84.0,17,80000.0
2009,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.7,18,123468.0
2019,honda,honda wr-v,5 speed,5,power,4,0,164,88.7,110.0,23,865000.0
2015,hyundai,hyundai i20,5 speed,5,power,4,0,165,82.85,113.7,20,528000.0
2014,honda,honda amaze,5 speed,5,power,4,1,170,98.6,200.0,24,251701.0
2019,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,681570.0
2018,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1099000.0
2021,honda,honda city,cvt,5,power,4,0,195,117.6,145.0,24,1350000.0
2017,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,450000.0
2014,honda,honda amaze,5 speed,5,power,4,1,170,98.6,200.0,24,280000.0
2017,honda,honda city,5 speed,5,power,4,0,195,117.3,145.0,24,795000.0
2020,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,18,590000.0
2014,maruti,maruti wagon r,5 speed,5,power,3,0,152,67.04,90.0,22,225907.0
2016,honda,honda city,5 speed,5,power,4,0,195,117.3,145.0,24,750000.0
2017,hyundai,hyundai verna,6 speed,5,power,4,1,165,126.2,259.87,23,1000000.0
2012,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.7,18,175000.0
2017,hyundai,hyundai i20,6 speed,5,power,4,1,180,88.73,219.7,24,600000.0
2017,maruti,maruti alto 800,5 speed,5,power,3,0,140,47.3,69.0,19,290000.0
2017,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,600000.0
2019,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,23,775000.0
2019,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.86,117.0,23,735000.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,730000.0
2018,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,24,550000.0
2015,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,830000.0
2018,honda,honda amaze,5 speed,5,power,4,0,140,86.7,109.0,24,600000.0
2011,maruti,maruti swift,5 speed,5,power,4,0,160,85.8,114.0,24,160000.0
2019,hyundai,hyundai creta,6 speed,5,power,4,0,165,88.7,219.7,24,1045000.0
2018,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,1225000.0
2011,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.1,90.0,17,137193.0
2018,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.86,114.73,23,640000.0
2010,maruti,maruti sx4,5 speed,5,power,4,0,177,103.3,145.0,22,160000.0
2021,hyundai,hyundai i20,5 speed,5,power,4,0,165,81.86,114.74,23,600000.0
2011,hyundai,hyundai santro xing,5 speed,5,power,4,0,141,62.0,96.1,12,120000.0
2013,maruti,maruti alto 800,5 speed,5,power,3,0,140,47.3,69.0,17,130000.0
2021,mahindra,mahindra xuv300,6 speed,5,power,3,1,165,108.62,200.0,21,1025000.0
2014,maruti,maruti celerio,5 speed,5,power,3,0,150,67.04,90.0,24,325000.0
2019,maruti,maruti swift,5 speed,5,power,4,0,165,81.8,113.0,24,610000.0
2011,maruti,maruti swift dzire,5 speed,5,power,4,0,165,85.8,114.0,21,159108.0
2019,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,21,675000.0
2017,hyundai,hyundai xcent,5 speed,5,power,4,0,172,81.86,113.75,20,470000.0
2017,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.05,90.0,20,400000.0
2018,hyundai,hyundai verna,6 speed,5,power,4,1,165,126.2,259.87,23,950000.0
2014,hyundai,hyundai i20,5 speed,5,power,4,0,165,82.85,113.7,19,360000.0
2015,mahindra,mahindra scorpio,5 speed,7,power,4,1,150,120.0,280.0,23,757037.0
2022,tata,tata nexon,6 speed,5,power,3,1,165,118.35,170.0,17,875000.0
2016,hyundai,hyundai i20,6 speed,5,power,4,1,180,88.73,219.7,24,440000.0
2017,mahindra,mahindra scorpio,5 speed,7,power,4,1,160,120.0,280.0,23,1100000.0
2013,maruti,maruti swift dzire,5 speed,5,power,4,0,169,85.8,114.0,24,308977.0
2018,honda,honda amaze,5 speed,5,power,4,0,140,86.7,109.0,24,440000.0
2019,maruti,maruti ciaz,5 speed,5,power,4,0,165,103.25,138.0,22,780000.0
2015,hyundai,hyundai creta,6 speed,5,power,4,1,190,126.2,259.9,24,700000.0
2010,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.1,90.0,21,75000.0
2020,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.05,90.0,23,449748.0
2014,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,24,490000.0
2017,hyundai,hyundai grand i10,5 speed,5,power,3,0,151,73.97,190.24,21,300000.0
2012,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.7,18,200000.0
2015,maruti,maruti swift,5 speed,5,power,4,1,155,74.0,190.0,23,270000.0
2015,honda,honda amaze,5 speed,5,power,4,0,160,86.7,109.0,24,275000.0
2009,honda,honda city,5 speed,5,power,4,0,165,118.0,146.0,25,198707.0
2017,hyundai,hyundai creta,6 speed,5,power,4,0,165,88.7,219.7,24,747024.0
2014,maruti,maruti alto k10,5 speed,5,power,3,0,148,67.1,90.0,14,156908.0
2008,maruti,maruti zen estilo,5 speed,5,power,3,0,130,67.1,90.0,14,70000.0
2020,maruti,maruti ciaz,4 speed,5,power,4,1,165,103.25,138.0,18,1025000.0
2017,hyundai,hyundai grand i10,5 speed,5,power,4,0,165,81.86,113.75,21,465000.0
2018,maruti,maruti ciaz,5 speed,5,power,4,1,190,88.5,200.0,24,695000.0
2017,hyundai,hyundai verna,5 speed,5,power,4,0,196,121.3,154.9,24,750000.0
2016,hyundai,hyundai creta,6 speed,5,power,4,0,165,121.3,151.0,24,580000.0
2018,maruti,maruti sx4 s cross,5 speed,5,power,4,1,164,88.5,200.0,22,700000.0
2021,mahindra,mahindra thar,6 speed,4,power,4,1,165,150.0,320.0,17,1645000.0
2017,maruti,maruti ignis,5 speed,5,power,4,0,165,81.8,113.0,23,450000.0
2014,hyundai,hyundai verna,5 speed,5,power,4,0,165,121.3,154.9,21,500000.0
2018,maruti,maruti baleno,5 speed,5,power,4,1,170,74.0,190.0,24,675000.0
2021,tata,tata altroz,5 speed,5,power,3,0,165,84.88,113.0,21,771703.0
2017,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,485000.0
2018,tata,tata hexa,6 speed,7,power,4,1,165,153.86,400.0,22,1200000.0
2016,maruti,maruti alto 800,5 speed,5,power,3,0,140,47.3,69.0,19,280000.0
2016,mahindra,mahindra tuv 300,5 speed,7,power,3,1,156,100.0,240.0,22,510000.0
2021,honda,honda city,5 speed,5,power,4,0,189,117.6,145.0,24,1190000.0
2018,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,21,865000.0
2016,maruti,maruti ciaz,5 speed,5,power,4,1,190,88.5,200.0,24,500000.0
2014,maruti,maruti alto k10,5 speed,5,power,3,0,165,67.1,90.0,14,192636.0
2022,maruti,maruti ignis,5 speed,5,power,4,1,165,81.8,113.0,16,557017.0
2019,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.86,117.0,22,620000.0
2015,mahindra,mahindra tuv 300,5 speed,7,power,3,1,156,100.0,230.0,21,495000.0
2014,mitsubishi,mitsubishi pajero,5 speed,7,power,4,1,190,175.56,400.0,23,990000.0
2013,hyundai,hyundai verna,6 speed,5,power,4,0,162,88.7,219.7,24,290000.0
2018,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,675000.0
2010,hyundai,hyundai i20,5 speed,5,power,4,0,165,80.0,11.4,23,250000.0
2017,maruti,maruti ciaz,5 speed,5,power,4,0,190,91.1,130.0,23,570525.0
2015,hyundai,hyundai grand i10,5 speed,5,power,3,0,157,70.0,160.0,23,300000.0
2015,maruti,maruti alto k10,5 speed,5,power,3,0,145,67.05,90.0,22,250000.0
2019,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,23,595000.0
2020,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,21,700000.0
2017,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,550000.0
2010,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.1,90.0,17,103549.0
2008,maruti,maruti sx4,5 speed,5,power,4,0,177,104.68,145.0,22,141546.0
2016,mahindra,mahindra tuv 300,5 speed,7,power,3,1,156,100.0,240.0,21,500000.0
2019,maruti,maruti swift dzire,5 speed,5,power,4,0,165,81.8,113.0,25,620000.0
2018,tata,tata nexon,6 speed,5,power,3,1,154,108.5,170.0,21,600000.0
2019,maruti,maruti swift,5 speed,5,power,4,0,165,81.8,113.0,24,580000.0
2017,maruti,maruti swift,5 speed,5,power,4,1,155,74.0,190.0,24,400000.0
2018,hyundai,hyundai verna,6 speed,5,power,4,0,165,121.3,151.0,24,775000.0
2013,hyundai,hyundai i20,6 speed,5,power,4,0,165,88.76,219.6,19,325000.0
2018,maruti,maruti wagon r,5 speed,5,power,3,0,152,67.04,90.0,25,350000.0
2016,honda,honda amaze,5 speed,5,power,4,0,160,86.7,109.0,24,375000.0
2021,maruti,maruti baleno,5 speed,5,power,4,0,165,81.8,113.0,22,675000.0
2009,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.0,84.0,17,101645.0
2013,hyundai,hyundai verna,6 speed,5,power,4,1,190,126.32,259.8,22,307505.0
2017,hyundai,hyundai grand i10,5 speed,5,power,3,0,151,73.97,190.24,22,385000.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,763720.0
2013,hyundai,hyundai verna,6 speed,5,power,4,1,190,126.32,259.8,22,325000.0
2015,hyundai,hyundai verna,6 speed,5,power,4,1,190,126.32,259.8,24,493570.0
2017,hyundai,hyundai tucson,6 speed,5,power,4,0,165,152.88,192.21,25,935947.0
2016,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,450000.0
2014,maruti,maruti swift,5 speed,5,power,4,1,155,74.0,190.0,24,400000.0
2016,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,24,650000.0
2021,tata,tata nexon,6 speed,5,power,3,0,165,118.35,170.0,17,775000.0
2010,maruti,maruti swift,5 speed,5,power,4,1,160,85.0,113.0,25,140000.0
2016,hyundai,hyundai i20,6 speed,5,power,4,1,180,88.73,219.7,24,550000.0
2010,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.7,18,135000.0
2021,mahindra,mahindra xuv300,6 speed,5,power,4,1,165,115.05,300.0,21,1000000.0
2014,hyundai,hyundai i20,5 speed,5,power,4,0,170,81.83,114.7,23,425000.0
2010,maruti,maruti swift,5 speed,5,power,4,1,160,85.0,113.0,25,127200.0
2013,hyundai,hyundai i20,6 speed,5,power,4,0,165,88.76,219.6,19,297893.0
2013,hyundai,hyundai santro xing,5 speed,5,power,3,0,165,62.1,96.1,18,180000.0
2017,honda,honda br-v,6 speed,7,power,4,1,165,98.6,200.0,23,630559.0
2015,honda,honda city,6 speed,5,power,4,1,190,98.6,200.0,24,515410.0
2009,maruti,maruti swift,5 speed,5,power,4,1,158,75.0,190.0,20,151263.0
2015,maruti,maruti swift dzire,5 speed,5,power,4,1,169,74.0,190.0,23,354623.0
2015,mahindra,mahindra xuv500,6 speed,7,power,4,1,185,140.0,330.0,23,675000.0
2015,maruti,maruti swift dzire,5 speed,5,power,4,0,158,83.14,115.0,24,424696.0
2014,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,21,250000.0
2010,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.0,84.0,17,200000.0
2013,hyundai,hyundai santro xing,5 speed,5,power,3,0,165,62.1,96.1,18,265000.0
2020,hyundai,hyundai grand i10 nios,5 speed,5,power,4,0,165,81.86,113.8,21,615000.0
2011,honda,honda city,5 speed,5,power,4,0,165,118.0,146.0,25,237292.0
2014,maruti,maruti swift,5 speed,5,power,4,1,155,74.0,190.0,24,270000.0
2018,honda,honda amaze,cvt,5,power,4,0,140,88.76,110.0,25,650000.0
2014,tata,tata nano,4 speed,4,power,2,0,105,37.48,51.0,20,77000.0
2015,mahindra,mahindra xuv500,6 speed,7,power,4,1,185,140.0,330.0,23,900000.0
2017,hyundai,hyundai verna,6 speed,5,power,4,1,165,126.2,259.87,24,750000.0
2011,hyundai,hyundai i20,5 speed,5,power,4,0,165,80.0,11.4,23,165074.0
2016,maruti,maruti swift,5 speed,5,power,4,0,165,81.8,113.0,23,350000.0
2012,mahindra,mahindra xuv500,6 speed,7,power,4,1,175,140.0,330.0,22,300000.0
2016,maruti,maruti swift dzire,5 speed,5,power,4,0,158,83.14,115.0,24,500000.0
2018,mahindra,mahindra tuv 300,5 speed,7,power,3,1,156,100.0,240.0,20,480000.0
2008,hyundai,hyundai getz,5 speed,5,power,4,0,148,66.6,10.4,20,65000.0
2017,maruti,maruti ciaz,5 speed,5,power,4,1,190,88.5,200.0,24,580000.0
2021,maruti,maruti swift,5 speed,5,power,4,1,165,88.5,113.0,14,575000.0
2016,honda,honda br-v,6 speed,7,power,4,0,165,117.3,145.0,24,600000.0
2014,hyundai,hyundai eon,5 speed,5,power,3,0,135,55.2,74.5,17,150000.0
2008,maruti,maruti sx4,5 speed,5,power,4,0,177,104.68,145.0,22,116550.0
2013,maruti,maruti swift,5 speed,5,power,4,1,158,74.0,190.0,24,291511.0
2008,maruti,maruti swift,5 speed,5,power,4,0,160,88.2,11.5,17,110392.0
2021,maruti,maruti swift dzire,5 speed,5,power,4,1,165,88.5,113.0,21,820000.0
2014,honda,honda city,6 speed,5,power,4,1,190,98.6,200.0,24,300000.0
2014,hyundai,hyundai grand i10,5 speed,5,power,3,0,157,70.0,160.0,24,256225.0
2016,hyundai,hyundai eon,5 speed,5,power,3,0,135,55.2,74.5,22,220000.0
2018,maruti,maruti baleno,5 speed,5,power,4,0,180,83.1,115.0,24,440000.0
2020,maruti,maruti s-presso,5 speed,5,power,3,1,165,65.71,89.0,17,375000.0
2011,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.7,18,120000.0
2021,tata,tata altroz,5 speed,5,power,3,0,165,84.88,113.0,19,550000.0
2015,mahindra,mahindra scorpio,5 speed,7,power,4,1,150,120.0,280.0,23,700000.0
2012,maruti,maruti swift,5 speed,5,power,4,0,160,85.8,114.0,24,225000.0
2014,hyundai,hyundai xcent,5 speed,5,power,4,0,172,82.0,114.0,24,300000.0
2015,hyundai,hyundai i20,6 speed,5,power,4,1,180,88.73,219.7,24,500000.0
2014,honda,honda city,6 speed,5,power,4,1,190,98.6,200.0,24,300000.0
2013,mahindra,mahindra thar,5 speed,6,power,4,1,165,105.0,247.0,13,500000.0
2017,hyundai,hyundai verna,6 speed,5,power,4,1,165,126.2,259.87,24,650000.0
2022,hyundai,hyundai creta,6 speed,5,power,4,1,165,113.45,250.0,20,1250000.0
2020,tata,tata tiago,5 speed,5,power,3,1,165,84.82,113.0,19,470000.0
2015,maruti,maruti swift,5 speed,5,power,4,0,165,81.8,113.0,20,290000.0
2017,maruti,maruti ignis,5 speed,5,power,4,1,161,74.0,190.0,23,425000.0
2013,hyundai,hyundai elantra,6 speed,5,power,4,1,191,126.24,259.87,22,300000.0
2016,maruti,maruti baleno,5 speed,5,power,4,1,170,74.0,190.0,24,410000.0
2022,mahindra,mahindra scorpio,6 speed,7,power,4,1,165,136.78,319.0,22,1428715.0
2014,honda,honda amaze,5 speed,5,power,4,1,170,98.6,200.0,24,245000.0
2019,hyundai,hyundai venue,7 speed,5,power,3,1,165,118.35,171.6,22,1080000.0
2018,hyundai,hyundai creta,6 speed,5,power,4,1,190,126.2,259.9,23,1125000.0
2019,maruti,maruti swift dzire,5 speed,5,power,4,1,165,74.02,190.0,25,750000.0
2021,maruti,maruti vitara brezza,5 speed,5,power,4,1,165,103.26,138.0,20,700000.0
2015,mahindra,mahindra xuv500,6 speed,7,power,4,1,185,140.0,330.0,23,700000.0
2018,maruti,maruti wagon r,5 speed,5,power,3,0,152,67.04,90.0,22,400000.0
2017,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,640000.0
2009,hyundai,hyundai i10,5 speed,5,power,4,0,165,78.9,111.8,19,145000.0
2019,maruti,maruti vitara brezza,5 speed,5,power,4,1,172,88.5,200.0,23,700000.0
2015,honda,honda amaze,5 speed,5,power,4,1,170,98.6,200.0,24,300000.0
2010,maruti,maruti wagon r,5 speed,5,power,3,0,165,67.1,90.0,17,120000.0
2016,hyundai,hyundai grand i10,4 speed,5,power,4,0,165,82.0,114.0,21,450000.0
2016,mahindra,mahindra nuvosport,5 speed,7,power,3,1,156,100.0,240.0,21,370000.0
2017,maruti,maruti swift dzire,5 speed,5,power,4,1,165,74.02,190.0,25,500000.0
2015,mahindra,mahindra xuv500,6 speed,7,power,4,1,185,140.0,330.0,24,577704.0
2014,hyundai,hyundai grand i10,5 speed,5,power,3,0,157,70.0,160.0,24,245000.0
2009,hyundai,hyundai i10,5 speed,5,power,4,0,165,68.05,99.04,19,80000.0
