myear,oem,model,gear_box,seats,steering_type,no_of_cylinder,super_charger,top_speed,max_power_delivered,max_torque_delivered,feature_score,selling_price
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1321000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1290000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1375000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,113.42,250.0,20,1547000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1200000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1649000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1050000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1498000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1435000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1214000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1109000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1138000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1400000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1100000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1090000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1097000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1294000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1145000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,904000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1420000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,19,1265000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,995000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1225000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1535000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1500000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1437000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1050000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1234000.0
2022,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1166880.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1349000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1100000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1307000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1369000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1315000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1099000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1383000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1436000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1559000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1460000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1133000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.4,250.0,24,1204000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1650000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1099000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1200000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1100000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1250000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1275000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1025000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,900000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1300000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1450000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1600000.0
2022,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1250000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1500000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1200000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,900000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1500000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,900000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,21,1200000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.4,250.0,24,1289938.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,19,1100000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1250000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1350000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.4,250.0,24,1500000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1290000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,900000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,900000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1299000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1100000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1500000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1590000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1200000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.0,242.0,23,1549000.0
2021,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,912200.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1021000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.0,242.0,20,1331000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1300000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1200000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1265000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1026000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1239000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1106000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,21,1200000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1100000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1050000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1400000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1400000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,138.0,242.0,20,1300000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1400000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1350000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1590000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1325000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1400000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1041000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1050000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1250000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1180000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1300000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1352000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1339000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1250000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1311000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1519999.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.4,250.0,23,1650000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1471000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1500000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1227000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1450000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1550000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1338000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1199000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1232000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1533000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1498000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1399000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1099000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1290000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1475000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1190000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1625000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1600000.0
2021,kia,kia seltos,5 speed,5,power,4,0,165,113.43,144.0,19,1600000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1400000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1391000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1030000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,1025000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1121000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1450000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.0,242.0,20,1600000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1344000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1273000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1018000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,21,999000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1099000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1000000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,21,980000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1194445.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,19,1249494.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,920000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,113.42,250.0,20,1335000.0
2022,kia,kia carens,7 speed,7,power,4,1,153,138.05,242.0,22,1509094.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1280000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1527675.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1090000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,900000.0
2022,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1161342.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,950000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1499000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.0,242.0,20,1020540.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1301730.0
2022,kia,kia carens,6 speed,7,power,4,0,165,157.81,253.0,22,1200000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1642000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1340000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1580000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1350000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,950000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,19,1304000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1303000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1440000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.0,242.0,23,1449000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1300725.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,113.42,250.0,21,1180000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1619000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1354000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,1000000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1500000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1100000.0
2022,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1440000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1550000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,900000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1350000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1650001.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1450000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1500000.0
2021,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1600000.0
2022,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1450000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1050000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1250000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.0,242.0,23,1400000.0
2022,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1150000.0
2022,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1400000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1130000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1150000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1280000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1450000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1200000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1500000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1100000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,21,1075000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1120000.0
2022,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,21,900000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1025000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1300000.0
2020,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,850000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1357000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1620000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1330642.0
2021,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,1028500.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1266000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1250000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1460000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,21,1151000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1450000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,19,1339000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1491468.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1250000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1545000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1600000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1070000.0
2021,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,925000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,900000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1550000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1275000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1550000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1050000.0
2022,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1268468.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,21,1125000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1230000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1350000.0
2022,kia,kia carens,6 speed,7,power,4,0,165,113.42,144.0,22,1166036.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1250000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1170000.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,950000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1550000.0
2021,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1333859.0
2021,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,19,1350000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.4,144.0,23,1400000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1559000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1500000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1400000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1250000.0
2022,kia,kia carens,6 speed,7,power,4,1,165,138.05,242.0,22,1500000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1180000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1150000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1550000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.42,250.0,23,1430000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,20,1071042.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1563515.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1245231.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1630931.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,21,1182399.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1114396.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1050000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1529479.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,995035.0
2020,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,900000.0
2022,kia,kia carens,6 speed,7,power,4,1,165,138.05,242.0,22,1460163.0
2020,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,895480.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1493368.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1098398.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1630931.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,950000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,21,1200000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1599000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1200000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1295000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1150000.0
2022,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1465000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1350000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1529292.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1190000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1035000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1550000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1400000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1114147.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1200000.0
2022,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1200000.0
2022,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1320000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.4,144.0,23,1330000.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1543599.0
2019,kia,kia seltos,7 speed,5,power,4,1,165,138.0,242.0,23,1500000.0
2022,kia,kia sonet,5 speed,5,power,4,0,165,81.86,115.0,20,1000000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1550000.0
2020,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1076547.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1050000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1025000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,113.43,250.0,19,1450000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1565000.0
2022,kia,kia carens,6 speed,7,power,4,0,165,113.42,144.0,22,1050504.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1650898.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1580000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1600000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1600000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1100000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,138.08,242.0,19,1500000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1500000.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1000000.0
2022,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,1280000.0
2022,kia,kia carens,6 speed,7,power,4,0,165,157.81,253.0,22,1550000.0
2022,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1500000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1150000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1150000.0
2021,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,650929.0
2022,kia,kia carens,6 speed,7,power,4,1,165,138.05,242.0,22,1311783.0
2020,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,19,1129000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1511000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1300000.0
2019,kia,kia seltos,6 speed,5,power,4,0,165,113.42,144.0,23,1200000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1150000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,940000.0
2020,kia,kia seltos,7 speed,5,power,4,1,165,138.08,242.0,19,1330000.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,804187.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1250000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,989491.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1020000.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1036752.0
2021,kia,kia sonet,6 speed,5,power,3,1,165,118.36,172.0,20,1150000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1333459.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1150000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1100000.0
2021,kia,kia sonet,6 speed,5,power,4,1,165,98.63,240.0,20,1150000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,20,1275000.0
2019,kia,kia seltos,6 speed,5,power,4,1,165,113.4,250.0,24,1525001.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.4,144.0,23,1337162.0
2020,kia,kia sonet,7 speed,5,power,3,1,165,118.36,172.0,20,792950.0
2020,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,19,1617000.0
2021,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1425000.0
2021,kia,kia seltos,6 speed,5,power,4,1,165,113.43,250.0,20,1375000.0
2020,kia,kia seltos,6 speed,5,power,4,0,165,113.43,144.0,19,1295416.0
